sessionnumb  20260923124642 
15 16 434 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 328 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 401 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 750 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 695 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 441 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 345 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 544 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 351 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 351 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 1067 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 491 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 351 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 508 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
18 19 577 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 577 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 577 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 577 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
18 19 577 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 577 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
15 16 318 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
17 18 338 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 516 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 473 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
16 17 549 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 397 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 353 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 362 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 360 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 360 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 417 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
18 19 522 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
16 17 512 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 512 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
17 18 392 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
18 19 325 [ [ -2, 18 ], [ 1, 132 ], [ 3, 174 ] ] 
17 18 383 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 335 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
18 19 578 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
17 18 335 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 403 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 370 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 471 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 359 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 559 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 430 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 789 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 359 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 403 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 379 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
18 19 375 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 341 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
17 18 529 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 309 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 585 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 370 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
19 20 760 [ [ -2, 19 ], [ 1, 172 ], [ 3, 170 ] ] 
19 20 760 [ [ -2, 19 ], [ 1, 160 ], [ 3, 182 ] ] 
18 19 370 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
19 20 760 [ [ -2, 19 ], [ 1, 176 ], [ 3, 166 ] ] 
19 20 760 [ [ -2, 19 ], [ 1, 160 ], [ 3, 182 ] ] 
17 18 317 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 389 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 389 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 305 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 529 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 436 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 390 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 524 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 436 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
18 19 309 [ [ -2, 18 ], [ 1, 142 ], [ 3, 164 ] ] 
17 18 328 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
18 19 435 [ [ -2, 18 ], [ 1, 142 ], [ 3, 164 ] ] 
18 19 592 [ [ -2, 18 ], [ 1, 142 ], [ 3, 164 ] ] 
18 19 592 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
19 20 760 [ [ -2, 19 ], [ 1, 156 ], [ 3, 186 ] ] 
17 18 436 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
19 20 760 [ [ -2, 19 ], [ 1, 152 ], [ 3, 190 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
17 18 378 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 367 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 464 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
17 18 451 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 308 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 349 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 349 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
17 18 425 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 429 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 314 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 314 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 364 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 411 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
18 19 349 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
19 20 410 [ [ -2, 19 ], [ 1, 170 ], [ 3, 172 ] ] 
18 19 349 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
17 18 322 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 777 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 323 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
17 18 323 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
18 19 932 [ [ -2, 18 ], [ 1, 172 ], [ 3, 134 ] ] 
18 19 932 [ [ -2, 18 ], [ 1, 158 ], [ 3, 148 ] ] 
18 19 932 [ [ -2, 18 ], [ 1, 172 ], [ 3, 134 ] ] 
17 18 323 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
18 19 932 [ [ -2, 18 ], [ 1, 158 ], [ 3, 148 ] ] 
16 17 364 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
18 19 333 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
Error, user interrupt in
  res[i] := func( C[i] ); at /usr/local/Cellar/gap/4.15.1/share/gap/lib/coll.gi:663 called from 
List( m1, function ( row )
      return PROD_VECTOR_MATRIX( row, m2 );
  end ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/list.gi:3640 called from
T * M at gapReads/LinearAlgebra.txt:252 called from
TMTTmult( orthoB, sQ ) at gapReads/LatticeTools.txt:41 called from
signaturejob( sdim - 1, newsQ ); at gapReads/LatticeTools.txt:42 called from
signaturejob( dim, Q ); at gapReads/LatticeTools.txt:48 called from
...  at Task20260923Pa.g:42
you can 'return;'
brk> 
