sessionnumb  20260924122218 
16 17 549 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 559 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
15 16 495 [ [ -2, 15 ], [ 1, 122 ], [ 3, 88 ] ] 
16 17 511 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 479 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
15 16 469 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
17 18 419 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 575 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
15 16 529 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 534 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 677 [ [ -2, 17 ], [ 1, 152 ], [ 3, 120 ] ] 
16 17 454 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 505 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 522 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
17 18 539 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 488 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
17 18 417 [ [ -2, 17 ], [ 1, 156 ], [ 3, 116 ] ] 
15 16 425 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 401 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
17 18 585 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
16 17 439 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 617 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
17 18 540 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
17 18 419 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 534 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 431 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
18 19 409 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
18 19 409 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
16 17 466 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
15 16 451 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
18 19 862 [ [ -2, 18 ], [ 1, 162 ], [ 3, 144 ] ] 
18 19 450 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
17 18 452 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 473 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 459 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 561 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 533 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 421 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 451 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 424 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 588 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
18 19 643 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
18 19 643 [ [ -2, 18 ], [ 1, 156 ], [ 3, 150 ] ] 
16 17 420 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 420 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
18 19 623 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
17 18 435 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 490 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 419 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 541 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 454 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 410 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 413 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
17 18 529 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 407 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
