sessionnumb  20260923124727 
15 16 353 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 96 ], [ 3, 144 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
15 16 419 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
15 16 301 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
15 16 366 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
16 17 384 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 533 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 384 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 654 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 313 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
15 16 311 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
15 16 311 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 456 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 389 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 382 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 314 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 356 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
16 17 509 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
16 17 483 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
17 18 537 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 537 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
16 17 483 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
17 18 423 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
17 18 305 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
17 18 459 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
18 19 796 [ [ -2, 18 ], [ 1, 130 ], [ 3, 176 ] ] 
17 18 495 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
17 18 597 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
15 16 324 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 310 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 476 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 433 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 389 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 569 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 569 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 422 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 715 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
18 19 497 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 497 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 497 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
16 17 602 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 1014 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 413 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 324 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
18 19 462 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 462 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
17 18 326 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 326 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 363 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 360 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 337 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
19 20 629 [ [ -2, 19 ], [ 1, 158 ], [ 3, 184 ] ] 
19 20 629 [ [ -2, 19 ], [ 1, 162 ], [ 3, 180 ] ] 
19 20 336 [ [ -2, 19 ], [ 1, 154 ], [ 3, 188 ] ] 
19 20 629 [ [ -2, 19 ], [ 1, 154 ], [ 3, 188 ] ] 
18 19 483 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 337 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
19 20 629 [ [ -2, 19 ], [ 1, 166 ], [ 3, 176 ] ] 
19 20 336 [ [ -2, 19 ], [ 1, 162 ], [ 3, 180 ] ] 
19 20 336 [ [ -2, 19 ], [ 1, 158 ], [ 3, 184 ] ] 
19 20 336 [ [ -2, 19 ], [ 1, 162 ], [ 3, 180 ] ] 
16 17 325 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 507 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 507 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 576 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 466 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 466 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 313 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 313 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 326 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 413 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 437 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
17 18 413 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
15 16 358 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 1014 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 1014 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
16 17 592 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 1014 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 668 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 368 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 483 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 668 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 592 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 592 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 334 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 371 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 130 ], [ 3, 176 ] ] 
17 18 371 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 132 ], [ 3, 174 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 132 ], [ 3, 174 ] ] 
15 16 332 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
15 16 372 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 579 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 579 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
15 16 325 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
17 18 318 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 335 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 344 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
17 18 318 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 427 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
16 17 594 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 377 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 370 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 310 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 310 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
18 19 421 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
18 19 421 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
19 20 801 [ [ -2, 19 ], [ 1, 168 ], [ 3, 174 ] ] 
18 19 421 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
19 20 801 [ [ -2, 19 ], [ 1, 160 ], [ 3, 182 ] ] 
Error, user interrupt in
  C := arg[1]; at /usr/local/Cellar/gap/4.15.1/share/gap/lib/coll.gi:652 called from 
List( matslist, function ( tM )
      return tM[ii];
  end ) at gapReads/LinearAlgebra.txt:113 called from
func( C[i] ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/coll.gi:663 called from
List( [ 1 .. r ], function ( ii )
      return ConcatVectss( List( matslist, function ( tM )
                return tM[ii];
            end ) );
  end ) at gapReads/LinearAlgebra.txt:113 called from
ConcatMatss( tv ) at gapReads/LinearAlgebra.txt:822 called from
func( C[i] ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/coll.gi:663 called from
...  at Task20260923Pa.g:42
you can 'return;'
brk> 
