sessionnumb  20260924122223 
16 17 451 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 614 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 402 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 537 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
17 18 409 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 500 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 547 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
16 17 532 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 571 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
16 17 473 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 448 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 511 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
15 16 414 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
15 16 409 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
17 18 537 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
15 16 511 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 471 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
15 16 437 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
17 18 416 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
15 16 414 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 518 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 443 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 937 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 937 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
16 17 507 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 551 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
15 16 469 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
17 18 421 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
16 17 466 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 610 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 559 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 404 [ [ -2, 15 ], [ 1, 86 ], [ 3, 124 ] ] 
17 18 796 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
18 19 868 [ [ -2, 18 ], [ 1, 132 ], [ 3, 174 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 412 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 652 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 474 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 498 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 436 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
17 18 490 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 414 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 449 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 500 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 429 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 664 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
15 16 492 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 539 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 427 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 438 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 415 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
16 17 408 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 403 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 441 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 482 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 455 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
15 16 472 [ [ -2, 15 ], [ 1, 114 ], [ 3, 96 ] ] 
15 16 440 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 413 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 459 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 689 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
15 16 478 [ [ -2, 15 ], [ 1, 120 ], [ 3, 90 ] ] 
16 17 439 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 447 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
15 16 433 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 521 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
