sessionnumb  20260923124848 
17 18 349 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 323 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 323 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 396 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 386 [ [ -2, 15 ], [ 1, 116 ], [ 3, 94 ] ] 
15 16 436 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
15 16 333 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 302 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
17 18 474 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
17 18 324 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 426 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 428 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 475 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 332 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 306 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 501 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
17 18 356 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
15 16 365 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 454 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 454 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
15 16 303 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 385 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
17 18 534 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 653 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 361 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
15 16 316 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 420 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 716 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 320 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 320 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 332 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 475 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 475 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 303 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 520 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 312 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 531 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 680 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 364 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 364 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
16 17 538 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
17 18 708 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
16 17 538 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 708 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 790 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 922 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 790 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 316 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 366 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 425 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 788 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
17 18 444 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 444 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 370 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 370 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
16 17 487 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 340 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 340 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 468 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 329 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 394 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 444 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 585 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
15 16 312 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 456 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 797 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 906 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 795 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 323 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 766 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 766 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 620 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 397 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 396 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
18 19 473 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 473 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 473 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
18 19 473 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
16 17 329 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 375 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 636 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 396 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 537 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 564 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 314 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 335 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
18 19 624 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
17 18 418 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 540 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 617 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 370 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 361 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 405 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 563 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 469 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 405 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 464 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 347 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 776 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 776 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 454 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
18 19 972 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 578 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 578 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
17 18 469 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 417 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 321 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 581 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 321 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 481 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 329 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 542 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 640 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 487 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 409 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 409 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 302 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 569 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 437 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 569 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 569 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 320 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 318 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 315 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 605 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 385 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 455 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 406 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 735 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
17 18 406 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 371 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
18 19 336 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 385 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 385 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 336 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 385 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 336 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
17 18 455 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 303 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 335 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 335 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 397 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 510 [ [ -2, 18 ], [ 1, 142 ], [ 3, 164 ] ] 
17 18 597 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 303 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 304 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 327 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
18 19 593 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
17 18 341 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 510 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
Error, user interrupt in
  trn[j] := mat{m}[j]; at /usr/local/Cellar/gap/4.15.1/share/gap/lib/matrix.gi:2082 called from 
TransposedMatMutable( M ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/matobj.gi:1259 called from
TransposedMat( [ v * sQ ] ) at gapReads/LatticeTools.txt:40 called from
signaturejob( sdim - 1, newsQ ); at gapReads/LatticeTools.txt:42 called from
signaturejob( sdim - 1, newsQ ); at gapReads/LatticeTools.txt:42 called from
signaturejob( sdim - 1, newsQ ); at gapReads/LatticeTools.txt:42 called from
...  at Task20260923Pa.g:42
you can 'return;'
brk> 
