sessionnumb  20260923124908 
17 18 419 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 322 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 506 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
16 17 319 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 549 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 332 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
17 18 972 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 332 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
17 18 972 [ [ -2, 17 ], [ 1, 166 ], [ 3, 106 ] ] 
16 17 509 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
16 17 363 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 332 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
17 18 972 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 509 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 326 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
17 18 716 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 314 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 377 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 352 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
17 18 476 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
18 19 698 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 399 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
15 16 407 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 347 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 367 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 329 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 329 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 339 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 329 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
18 19 511 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 314 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
18 19 511 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
18 19 511 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 348 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
18 19 514 [ [ -2, 18 ], [ 1, 158 ], [ 3, 148 ] ] 
18 19 514 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
17 18 410 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
15 16 340 [ [ -2, 15 ], [ 1, 118 ], [ 3, 92 ] ] 
15 16 335 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 526 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 358 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
15 16 445 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
15 16 422 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
17 18 352 [ [ -2, 17 ], [ 1, 152 ], [ 3, 120 ] ] 
17 18 352 [ [ -2, 17 ], [ 1, 152 ], [ 3, 120 ] ] 
17 18 376 [ [ -2, 17 ], [ 1, 152 ], [ 3, 120 ] ] 
17 18 302 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
18 19 737 [ [ -2, 18 ], [ 1, 170 ], [ 3, 136 ] ] 
18 19 737 [ [ -2, 18 ], [ 1, 170 ], [ 3, 136 ] ] 
17 18 302 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 537 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 840 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 312 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 451 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 326 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
17 18 571 [ [ -2, 17 ], [ 1, 152 ], [ 3, 120 ] ] 
16 17 312 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
18 19 737 [ [ -2, 18 ], [ 1, 174 ], [ 3, 132 ] ] 
16 17 535 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
15 16 307 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
16 17 321 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
17 18 374 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
18 19 988 [ [ -2, 18 ], [ 1, 162 ], [ 3, 144 ] ] 
18 19 988 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
17 18 374 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 464 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
16 17 402 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 388 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 168 ], [ 3, 138 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 168 ], [ 3, 138 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
16 17 324 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
16 17 532 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 150 ], [ 3, 156 ] ] 
18 19 360 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
17 18 395 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 532 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 456 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 462 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
18 19 360 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 164 ], [ 3, 142 ] ] 
19 20 1155 [ [ -2, 19 ], [ 1, 180 ], [ 3, 162 ] ] 
18 19 576 [ [ -2, 18 ], [ 1, 164 ], [ 3, 142 ] ] 
18 19 452 [ [ -2, 18 ], [ 1, 164 ], [ 3, 142 ] ] 
19 20 1155 [ [ -2, 19 ], [ 1, 184 ], [ 3, 158 ] ] 
18 19 576 [ [ -2, 18 ], [ 1, 162 ], [ 3, 144 ] ] 
18 19 360 [ [ -2, 18 ], [ 1, 168 ], [ 3, 138 ] ] 
18 19 360 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
18 19 360 [ [ -2, 18 ], [ 1, 168 ], [ 3, 138 ] ] 
17 18 409 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 409 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 342 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
17 18 312 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 464 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 464 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 392 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 541 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 327 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 729 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
16 17 370 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 363 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 787 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 363 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 779 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 787 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 779 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 331 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
18 19 414 [ [ -2, 18 ], [ 1, 156 ], [ 3, 150 ] ] 
16 17 444 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
17 18 496 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 496 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 322 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
18 19 555 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
18 19 632 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
17 18 327 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
18 19 555 [ [ -2, 18 ], [ 1, 156 ], [ 3, 150 ] ] 
18 19 555 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
18 19 555 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
16 17 321 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 399 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
18 19 387 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
18 19 358 [ [ -2, 18 ], [ 1, 162 ], [ 3, 144 ] ] 
18 19 387 [ [ -2, 18 ], [ 1, 162 ], [ 3, 144 ] ] 
Error, user interrupt in
  return false; at /usr/local/Cellar/gap/4.15.1/share/gap/lib/coll.gi:1647 called from 
ForAny( mat, function ( r )
      return not IsPlistRep( r );
  end ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/list.gi:3619 called from
MakeVectei( kk + 1, jj + 1 ) * redGrec.phi at SplitConsTools.g:123 called from
WGraphToGramh( newadj, kk + 1 ) at Task20260923Pa.g:26 called from
task( newadj ); at Task20260923Pa.g:37 called from
task( newadj ); at Task20260923Pa.g:37 called from
...  at Task20260923Pa.g:42
you can 'return;'
brk> 
