sessionnumb  20260924122145 
15 16 447 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
17 18 577 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
17 18 463 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 475 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 538 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
16 17 491 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 719 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 485 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 440 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
15 16 407 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 529 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 622 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 564 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 437 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 442 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 574 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 468 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 524 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 493 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 411 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 493 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
15 16 434 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
16 17 402 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
15 16 465 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
15 16 407 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 412 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 421 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
15 16 477 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
15 16 488 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
15 16 405 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 456 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 512 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 564 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 469 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 438 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
18 19 695 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
17 18 440 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 571 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 684 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 406 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 405 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 451 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 852 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 746 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 652 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 470 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
15 16 482 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 489 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 489 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
