sessionnumb  20260924122132 
16 17 531 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 406 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
16 17 421 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
16 17 516 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
16 17 528 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
16 17 410 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
18 19 820 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
16 17 418 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
15 16 540 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 541 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 427 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 408 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
16 17 497 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
16 17 549 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
15 16 416 [ [ -2, 15 ], [ 1, 118 ], [ 3, 92 ] ] 
17 18 665 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
16 17 460 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 436 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 878 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 715 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
16 17 534 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 548 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
15 16 408 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 436 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 425 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 425 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 560 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 633 [ [ -2, 16 ], [ 1, 166 ], [ 3, 74 ] ] 
16 17 487 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 618 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 715 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 435 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 402 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
18 19 477 [ [ -2, 18 ], [ 1, 186 ], [ 3, 120 ] ] 
17 18 455 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
16 17 434 [ [ -2, 16 ], [ 1, 154 ], [ 3, 86 ] ] 
17 18 734 [ [ -2, 17 ], [ 1, 164 ], [ 3, 108 ] ] 
16 17 565 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
16 17 438 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
17 18 860 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
16 17 551 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
16 17 426 [ [ -2, 16 ], [ 1, 146 ], [ 3, 94 ] ] 
16 17 610 [ [ -2, 16 ], [ 1, 148 ], [ 3, 92 ] ] 
18 19 586 [ [ -2, 18 ], [ 1, 178 ], [ 3, 128 ] ] 
17 18 490 [ [ -2, 17 ], [ 1, 160 ], [ 3, 112 ] ] 
18 19 457 [ [ -2, 18 ], [ 1, 182 ], [ 3, 124 ] ] 
17 18 565 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 480 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 633 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 655 [ [ -2, 17 ], [ 1, 168 ], [ 3, 104 ] ] 
15 16 414 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 672 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 474 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 505 [ [ -2, 17 ], [ 1, 166 ], [ 3, 106 ] ] 
16 17 434 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
15 16 422 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
17 18 455 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
16 17 401 [ [ -2, 16 ], [ 1, 156 ], [ 3, 84 ] ] 
17 18 643 [ [ -2, 17 ], [ 1, 164 ], [ 3, 108 ] ] 
15 16 424 [ [ -2, 15 ], [ 1, 126 ], [ 3, 84 ] ] 
15 16 446 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
15 16 441 [ [ -2, 15 ], [ 1, 128 ], [ 3, 82 ] ] 
16 17 526 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
15 16 540 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 499 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 474 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
15 16 517 [ [ -2, 15 ], [ 1, 116 ], [ 3, 94 ] ] 
15 16 470 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
15 16 475 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
15 16 484 [ [ -2, 15 ], [ 1, 114 ], [ 3, 96 ] ] 
17 18 486 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
16 17 558 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
17 18 725 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
16 17 710 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
17 18 921 [ [ -2, 17 ], [ 1, 156 ], [ 3, 116 ] ] 
15 16 465 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
17 18 516 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 425 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
17 18 516 [ [ -2, 17 ], [ 1, 160 ], [ 3, 112 ] ] 
16 17 454 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
15 16 412 [ [ -2, 15 ], [ 1, 122 ], [ 3, 88 ] ] 
16 17 530 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
17 18 595 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 412 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
15 16 405 [ [ -2, 15 ], [ 1, 134 ], [ 3, 76 ] ] 
16 17 572 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 969 [ [ -2, 17 ], [ 1, 160 ], [ 3, 112 ] ] 
16 17 650 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
17 18 810 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
16 17 455 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
16 17 449 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
15 16 404 [ [ -2, 15 ], [ 1, 114 ], [ 3, 96 ] ] 
15 16 444 [ [ -2, 15 ], [ 1, 126 ], [ 3, 84 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 533 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
17 18 474 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
15 16 461 [ [ -2, 15 ], [ 1, 130 ], [ 3, 80 ] ] 
16 17 408 [ [ -2, 16 ], [ 1, 154 ], [ 3, 86 ] ] 
15 16 426 [ [ -2, 15 ], [ 1, 130 ], [ 3, 80 ] ] 
15 16 401 [ [ -2, 15 ], [ 1, 118 ], [ 3, 92 ] ] 
16 17 467 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 467 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
15 16 464 [ [ -2, 15 ], [ 1, 114 ], [ 3, 96 ] ] 
15 16 486 [ [ -2, 15 ], [ 1, 116 ], [ 3, 94 ] ] 
16 17 480 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 520 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
16 17 443 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
15 16 442 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
15 16 443 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
17 18 591 [ [ -2, 17 ], [ 1, 170 ], [ 3, 102 ] ] 
16 17 525 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 599 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
15 16 412 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
15 16 436 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
17 18 608 [ [ -2, 17 ], [ 1, 162 ], [ 3, 110 ] ] 
15 16 459 [ [ -2, 15 ], [ 1, 132 ], [ 3, 78 ] ] 
15 16 419 [ [ -2, 15 ], [ 1, 122 ], [ 3, 88 ] ] 
