sessionnumb  20260923124657 
15 16 442 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
15 16 312 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
17 18 412 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 676 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 412 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 451 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 382 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 371 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 379 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 1101 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
15 16 342 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 309 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 455 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 364 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 514 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 328 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 674 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 328 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 424 [ [ -2, 18 ], [ 1, 144 ], [ 3, 162 ] ] 
17 18 892 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
18 19 1398 [ [ -2, 18 ], [ 1, 158 ], [ 3, 148 ] ] 
18 19 1296 [ [ -2, 18 ], [ 1, 156 ], [ 3, 150 ] ] 
16 17 388 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 479 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 479 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 318 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 319 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 156 ], [ 3, 150 ] ] 
17 18 705 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 477 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 411 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 411 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 404 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 321 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
18 19 431 [ [ -2, 18 ], [ 1, 134 ], [ 3, 172 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 424 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
17 18 321 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
18 19 431 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
17 18 373 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 352 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 324 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 376 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 424 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 315 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
18 19 860 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
17 18 687 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 373 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
17 18 463 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
17 18 441 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 910 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
18 19 910 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
18 19 668 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 705 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
18 19 668 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
18 19 668 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
18 19 668 [ [ -2, 18 ], [ 1, 154 ], [ 3, 152 ] ] 
18 19 306 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
18 19 668 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 351 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 910 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 668 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 910 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 341 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 705 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 705 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
18 19 378 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
17 18 496 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 428 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
17 18 428 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
16 17 310 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 310 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
17 18 478 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
17 18 687 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 326 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 664 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 142 ], [ 3, 164 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 138 ], [ 3, 168 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
15 16 476 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
16 17 714 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
17 18 479 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
17 18 310 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
16 17 432 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 550 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 550 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 432 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 376 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 855 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 855 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 361 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 676 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 361 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 676 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
15 16 358 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
18 19 661 [ [ -2, 18 ], [ 1, 142 ], [ 3, 164 ] ] 
17 18 416 [ [ -2, 17 ], [ 1, 116 ], [ 3, 156 ] ] 
18 19 1398 [ [ -2, 18 ], [ 1, 136 ], [ 3, 170 ] ] 
17 18 408 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 408 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 431 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
18 19 664 [ [ -2, 18 ], [ 1, 134 ], [ 3, 172 ] ] 
18 19 664 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
18 19 664 [ [ -2, 18 ], [ 1, 140 ], [ 3, 166 ] ] 
16 17 301 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 431 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 505 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
16 17 368 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 368 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 373 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
17 18 416 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
18 19 1398 [ [ -2, 18 ], [ 1, 146 ], [ 3, 160 ] ] 
16 17 308 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 403 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 390 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 673 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 361 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 432 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 432 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 556 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 556 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 556 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
15 16 329 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 534 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 534 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 587 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 309 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 352 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
17 18 352 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 371 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
17 18 515 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
15 16 362 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 413 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 395 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
16 17 365 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 365 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 448 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 1343 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
16 17 613 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 910 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
15 16 306 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 559 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
15 16 329 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
16 17 534 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 323 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
17 18 855 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
17 18 333 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
17 18 333 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
16 17 313 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 319 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
16 17 514 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
17 18 837 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 507 [ [ -2, 17 ], [ 1, 118 ], [ 3, 154 ] ] 
15 16 343 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
15 16 329 [ [ -2, 15 ], [ 1, 86 ], [ 3, 124 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 302 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
17 18 357 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
17 18 317 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
17 18 317 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
17 18 383 [ [ -2, 17 ], [ 1, 114 ], [ 3, 158 ] ] 
16 17 318 [ [ -2, 16 ], [ 1, 100 ], [ 3, 140 ] ] 
16 17 415 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 306 [ [ -2, 16 ], [ 1, 102 ], [ 3, 138 ] ] 
17 18 549 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 411 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 451 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
18 19 798 [ [ -2, 18 ], [ 1, 148 ], [ 3, 158 ] ] 
17 18 469 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 469 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 505 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 423 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 400 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 308 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 437 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
15 16 367 [ [ -2, 15 ], [ 1, 90 ], [ 3, 120 ] ] 
16 17 521 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 630 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
17 18 357 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
18 19 453 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
18 19 453 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
18 19 453 [ [ -2, 18 ], [ 1, 152 ], [ 3, 154 ] ] 
16 17 559 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
17 18 616 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 616 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
17 18 616 [ [ -2, 17 ], [ 1, 120 ], [ 3, 152 ] ] 
15 16 337 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
16 17 588 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 1101 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
15 16 360 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
16 17 306 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 549 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 575 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
17 18 372 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 372 [ [ -2, 17 ], [ 1, 126 ], [ 3, 146 ] ] 
17 18 490 [ [ -2, 17 ], [ 1, 130 ], [ 3, 142 ] ] 
16 17 334 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
17 18 514 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
17 18 563 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 372 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
14 15 308 [ [ -2, 14 ], [ 1, 78 ], [ 3, 104 ] ] 
15 16 386 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
15 16 401 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
14 15 374 [ [ -2, 14 ], [ 1, 78 ], [ 3, 104 ] ] 
15 16 511 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 329 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
17 18 444 [ [ -2, 17 ], [ 1, 124 ], [ 3, 148 ] ] 
16 17 394 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 444 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
15 16 386 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
16 17 619 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
16 17 660 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 310 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 449 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 316 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 301 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 301 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
Error, user interrupt in
  x := row[nzheads[j]]; at /usr/local/Cellar/gap/4.15.1/share/gap/lib/matrix.gi:2454 called from 
SemiEchelonMatDestructive( mat ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/matrix.gi:2407 called from
RankMatDestructive( MutableCopyMatrix( mat ) ) at /usr/local/Cellar/gap/4.15.1/share/gap/lib/matrix.gi:2417 called from
Rank( tGram ) at SplitConsTools.g:174 called from
IsGeom( tGram, th ) at Task20260923Pa.g:29 called from
task( newadj ); at Task20260923Pa.g:37 called from
...  at Task20260923Pa.g:42
you can 'return;'
brk> 
